AADT_mean_x,AADT_Single_Unit_mean_x,AADT_Combination_mean_x,Future_AADT_mean_x,IRI_mean_x,Thickness_Rigid_mean_x,Thickness_Flexible_mean_x,Base_Thickness_mean_x,F_System_mode,Surface_Type_mode,Base_Type_mode_x,Rutting_mean_x,Cracking_Percent_mean_x,Faulting_mean_x,Last_Overlay_Thickness_mean_x,RHU_AV_x,FRZ_IDX_x,TEMP_AVG_x,PRECIPITATION_x,Age_x,Urban_Type_rural,Urban_Type_small urban,Urban_Type_urban,IRI_mean_y
4541.0,390.0,123.0,6560.0,138.0,8.0,4.4,15.0,4.0,7.0,2.0,0.1,2.0,0.0,2.0,75.9,891.6,7.4,986.4,16.0,0.0,0.0,1.0,198.0
16157.0,291.0,226.0,32320.0,175.0,0.0,3.0,8.0,3.0,2.0,3.0,0.2,0.0,0.0,1.5,67.1,3.7,19.6,933.1,65.0,0.0,0.0,1.0,200.0
16570.0,298.0,232.0,25186.0,163.0,0.0,3.0,8.0,3.0,2.0,3.0,0.1,0.0,0.0,1.5,62.8,0.0,23.0,534.0,11.0,0.0,0.0,1.0,191.5
30297.0,576.0,121.0,42420.0,154.9,0.0,3.0,8.0,3.0,2.0,3.0,0.1,0.4,0.0,1.5,39.5,3.1,17.3,240.0,27.0,0.0,0.0,1.0,157.2
12370.0,136.0,74.0,17320.0,164.5,0.0,3.0,8.0,3.0,2.0,3.0,0.1,0.0,0.0,1.5,39.5,3.1,17.3,240.0,37.0,0.0,0.0,1.0,165.4
3581.0,79.0,43.0,5010.0,183.0,0.0,3.0,8.0,3.0,2.0,3.0,0.1,3.5,0.0,1.5,68.6,9.0,18.7,1015.6,65.0,0.0,0.0,1.0,212.8
16364.0,205.0,1434.0,16407.0,168.0,10.5,0.0,16.0,2.0,3.0,2.0,0.0,63.0,0.0,0.0,76.8,451.3,9.1,1145.8,5.0,0.0,0.0,1.0,178.5
6352.0,219.0,59.0,6364.0,96.0,0.0,3.3,15.0,5.0,2.0,2.0,0.1,0.0,0.0,2.0,76.0,896.3,7.3,979.6,14.0,1.0,0.0,0.0,194.0
11472.0,871.0,217.0,11610.0,202.0,8.0,0.0,15.0,4.0,3.0,2.0,0.0,9.0,0.0,2.0,76.6,649.7,8.5,1087.4,5.0,0.0,0.0,1.0,222.0
9293.0,568.0,140.0,9405.0,200.0,8.0,0.0,15.0,4.0,3.0,2.0,0.0,0.0,0.0,2.0,77.6,700.9,7.5,907.1,11.0,0.0,1.0,0.0,275.0
